City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
bayanhongor,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
sandnessjoen,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
lebu,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ebaye,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
n'zeto,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
grand falls-windsor,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
alagapuram,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
iguatu,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
sheki,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
san julian,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
jijel,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
georgievka,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
okha,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
urangan,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
manokwari,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kilju,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kavieng,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
benjamin constant,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
klyuchi,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
la ronge,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
sinabang,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
tamarin,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
roxas,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
koh kong,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mandiana,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
t'aebaek,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mendoza,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
santa elena de uairen,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
pindushi,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
sumbawa besar,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ajmer,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
la'ie,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
hilo,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
nyagan,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
paita,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
oranjemund,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
san rafael,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
zheshart,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
yurga,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
arno,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
hauterive,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
thinadhoo,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ampasimanolotra,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ciudad lazaro cardenas,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
tionk essil,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
pontianak,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kutahya,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
cedral,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
elliot lake,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
saldanha,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
viligili,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
hondo,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
minab,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
longquan,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
am djarass,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mutuali,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
lerwick,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ladario,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
maslyanino,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
danjiangkou,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mili,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
muroran,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
dara,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kish,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
suva,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
page,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
klaksvik,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
surgut,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
shahrak,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
sao joao dos patos,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
lawas,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
salalah,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
petropavlovsk-kamchatsky,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
taulaga,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
newman,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
zag,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
linhares,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
la passe,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
banda aceh,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
tucuma,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
cova figueira,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ingleside,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
margate,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
lubango,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
fale old settlement,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ust-tsilma,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
new norfolk,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
yeppoon,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
collie,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
iola,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
erenhot,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
marquette,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
arenapolis,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
moorhead,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
lompoc,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
castelli,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kununurra,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mangrol,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ketchikan,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kingston,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ust'-kalmanka,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
novyy urgal,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
bandarbeyla,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mount pearl,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ugoofaaru,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
little cayman,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
papireddippatti,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
warren,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
isyangulovo,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ribeira brava,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
port alfred,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
sinop,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
aasiaat,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
shiraz,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
la sarre,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
hotan,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kaplice,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
beitbridge,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
talcahuano,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
brisas de zicatela,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
aghajari,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
san jose del guaviare,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
didymoteicho,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
siwa oasis,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
vievis,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
sola,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kuta,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
olinda,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
santa ana,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
rexburg,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
gadani,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
rabo de peixe,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
fortaleza,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
fort bragg,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
antalaha,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
fairbanks,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
san agustin de valle fertil,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
semey,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
las tablas,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
huanggang,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
novodvinsk,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
jining,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
isangel,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
queenstown,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
pervomayskiy,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
piti village,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ziway,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
dunedin,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
illizi,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
weligama,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
perstorp,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
coari,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
saint-philippe,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
hammerfest,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
keflavik,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
santa maria ixtiyucan,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
vilyuchinsk,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
laguna,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
rio do sul,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
goundam,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mossel bay,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mianyang,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
darwin,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
jiagedaqi,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
howrah,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
vorgashor,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
masterton,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
inarajan village,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
beltangadi,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mungwi,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
port glaud,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
matamey,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ta`u,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ceeldheer,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
pancas,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
amursk,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
pithoragarh,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
malvan,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
pompeia,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
san antonio de pale,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
troitskaya,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
bardai,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
port shepstone,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ibiza,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
zhumysker,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
gumel,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
coxim,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
sterling,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
barra,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
rey bouba,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
khulm,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
viedma,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
holualoa,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
selfoss,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
timaru,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kuandian,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
plettenberg bay,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mugia,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
verkhnevilyuysk,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
burutu,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
chingirlau,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
egilsstadir,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
maxixe,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
remire-montjoly,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ephrata,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
north bay,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
vydrino,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
namibe,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
cervantes,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ishigaki,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
virginia,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mukah,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mahibadhoo,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
sungurlu,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
pyapon,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
adrar,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
debal'tseve,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
dawukou,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
carnarvon,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
naco,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
yaren,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
obo,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
villa bruzual,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
santa cruz,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
shiqian,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
filingue,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
trairi,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kill devil hills,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
pimenta bueno,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
ulsteinvik,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
al muwayh,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
loukhi,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
pointe michel,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
arvayheer,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
north battleford,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
nabire,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
bargara,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mananara,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
san fernando de apure,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
thenzawl,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
cabedelo,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
nogliki,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kavaratti,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
shenjiamen,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
bandar-e lengeh,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
jaffna,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
luanda,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kirakira,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
cidreira,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
al jawf,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
dolores,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
roma,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
pizarro,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
bratske,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
hafar al-batin,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
karasburg,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
damavand,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
sisimiut,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
vokhtoga,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kulia village,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kimbe,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kokopo,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
puerto aysen,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
simpang,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
brokopondo,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
zavetnoye,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
pariaman,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
pibor,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
coahuayana de hidalgo,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
weno,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
howard springs,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
bereznik,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
venezuela,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
san andros,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
manay,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
nouadhibou,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
oroqen zizhiqi,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
saint-juery,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
coreau,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
terekeka,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
mananjary,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
sao jose de ribamar,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
punta del este,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
lulea,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
shiguai,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
hun,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
torquay,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
calama,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
anna regina,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
broome,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
tosno,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
sarangani,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
xinqing,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
praia da vitoria,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
nanma,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kapuskasing,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
kuraymah,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
prince george,42.6001,-73.9662,5.68,72,100,0.89,US,1707633456
